Regions,Sectors,PathTimes,EULER_INTEGRAND
GLD,B,42,0.014818761030800102
GLD,C,42,0.014785020022038353
GLD,D,42,0.014825419364049205
GLD,E,42,0.014977058552890284
GLD,F,42,0.014792787636342532
GLD,G,42,0.0037167745698493343
GLD,H,42,0.014819293434035543
GLD,I,42,0.014833392948594456
GLD,J,42,0.0005694997356205215
GLD,K,42,0.014705763261918322
GLD,L,42,0.014823835065355114
GLD,M,42,0.014761190934230674
GLD,N,42,0.014884897390507808
GLD,O,42,0.014769572664643968
GLD,P,42,0.014747465638925752
GLD,Q,42,0.014760769437547321
GLD,R,42,0.0008715374896419068
GLD,S,42,0.014726950254335612
GLD,A,43,0.014755290415602423
GLD,B,43,0.014823779457233602
GLD,C,43,0.014792720157351304
GLD,D,43,0.014831715305131093
GLD,E,43,0.01498295080969429
GLD,F,43,0.01479679478961527
GLD,G,43,0.00477716622054945
GLD,H,43,0.014823181056570777
GLD,I,43,0.014840150098630992
GLD,J,43,0.0005767328343110169
GLD,K,43,0.01471054014018
GLD,L,43,0.014830887007704848
GLD,M,43,0.014767773696029635
GLD,N,43,0.014889886468790123
GLD,O,43,0.014775076572859269
GLD,P,43,0.014751885533508083
GLD,Q,43,0.014764925821167453
GLD,R,43,0.0010332577546085181
GLD,S,43,0.014826151580638026
GLD,A,44,0.014766985181073949
GLD,B,44,0.01482858684927493
GLD,C,44,0.01479562994892713
GLD,D,44,0.014834633676108235
GLD,E,44,0.014982943757460312
GLD,F,44,0.014805089406698866
GLD,G,44,0.006105160456028812
GLD,H,44,0.014828709104178345
GLD,I,44,0.014843875919535957
GLD,J,44,0.0005882045409477022
GLD,K,44,0.014719431459018825
GLD,L,44,0.014834655296965584
GLD,M,44,0.01477141997879402
GLD,N,44,0.014892613083280454
GLD,O,44,0.014782615408373764
GLD,P,44,0.014760212168407272
GLD,Q,44,0.014774627774802781
GLD,R,44,0.0012734869772598892
GLD,S,44,0.014847980179660228
GLD,A,45,0.01477224655495294
GLD,B,45,0.014831565177706134
GLD,C,45,0.01479526635707753
GLD,D,45,0.01483690701854053
GLD,E,45,0.014988607478483795
GLD,F,45,0.014808297633788615
GLD,G,45,0.007637816813622872
GLD,H,45,0.014830160174637676
GLD,I,45,0.014846453447561766
GLD,J,45,0.0006076036014448568
GLD,K,45,0.01472419860173099
GLD,L,45,0.014839312939128163
GLD,M,45,0.014775451619598775
GLD,N,45,0.014893352080521404
GLD,O,45,0.014787371581530382
GLD,P,45,0.014763547374475028
GLD,Q,45,0.014778666387242269
GLD,R,45,0.0015541543677921284
GLD,S,45,0.014851842831053215
GLD,A,46,0.014768923684402252
GLD,B,46,0.01483251616865485
GLD,C,46,0.014797602991377126
GLD,D,46,0.014839151563169279
GLD,E,46,0.01499374371869108
GLD,F,46,0.014804925661294488
GLD,G,46,0.009331359815762398
GLD,H,46,0.014825992553874213
GLD,I,46,0.014849430849675011
GLD,J,46,0.0006395849603616894
GLD,K,46,0.014723732842289733
GLD,L,46,0.014845096253805106
GLD,M,46,0.014778920740514805
GLD,N,46,0.014891683043755738
GLD,O,46,0.01478855503372653
GLD,P,46,0.014761003974929177
GLD,Q,46,0.014774847088515302
GLD,R,46,0.0018714710161326549
GLD,S,46,0.014848387421901659
GLD,A,47,0.014766131278170683
GLD,B,47,0.01483700305652594
GLD,C,47,0.014804321535744111
GLD,D,47,0.014844455636839575
GLD,E,47,0.015000835874381061
GLD,F,47,0.014801272606336976
GLD,G,47,0.011104618281320679
GLD,H,47,0.014822023575879358
GLD,I,47,0.014856095824189555
GLD,J,47,0.0006914751553859062
GLD,K,47,0.014724497646199711
GLD,L,47,0.01485521447692827
GLD,M,47,0.014785281664415853
GLD,N,47,0.014890656036120874
GLD,O,47,0.014791664440298922
GLD,P,47,0.014759072253000691
GLD,Q,47,0.014772381093379897
GLD,R,47,0.0022934867571663044
GLD,S,47,0.01484417530830206
GLD,A,48,0.01477994274381363
GLD,B,48,0.014845173816892848
GLD,C,48,0.014811398520200133
GLD,D,48,0.014849897958699157
GLD,E,48,0.015002078169715303
GLD,F,48,0.01480926308737116
GLD,G,48,0.012841611060240385
GLD,H,48,0.014824225655802376
GLD,I,48,0.014864070282047209
GLD,J,48,0.0007796941712806783
GLD,K,48,0.014736763632739302
GLD,L,48,0.014865883541246294
GLD,M,48,0.014792554002038995
GLD,N,48,0.014890949730631856
GLD,O,48,0.014803388594247437
GLD,P,48,0.014768053331071602
GLD,Q,48,0.014782295313790356
GLD,R,48,0.002934970004835143
GLD,S,48,0.014847102403347993
GLD,A,49,0.014797700566922338
GLD,B,49,0.014854942675992659
GLD,C,49,0.014816757865741208
GLD,D,49,0.014857782357818705
GLD,E,49,0.01501302102547697
GLD,F,49,0.014819800806868563
GLD,G,49,0.014090259835375487
GLD,H,49,0.014828125315027285
GLD,I,49,0.014874195462942304
GLD,J,49,0.000926193277285007
GLD,K,49,0.014752594789825836
GLD,L,49,0.014881137561086938
GLD,M,49,0.014804379370417528
GLD,N,49,0.014892494947630466
GLD,O,49,0.014819028127404925
GLD,P,49,0.014779822892077391
GLD,Q,49,0.014795575079739444
GLD,R,49,0.0037596758647087695
GLD,S,49,0.014850722188882708
GLD,A,50,0.014802459153530815
GLD,B,50,0.014861685960190626
GLD,C,50,0.014823290782208464
GLD,D,50,0.014865528097639524
GLD,E,50,0.015026296855889593
GLD,F,50,0.014820713702141709
GLD,G,50,0.01462428565982966
GLD,H,50,0.014825542317172653
GLD,I,50,0.014883758533893692
GLD,J,50,0.0011123154861005743
GLD,K,50,0.014759894526893321
GLD,L,50,0.014896595394765559
GLD,M,50,0.014815438549139855
GLD,N,50,0.014892095508337476
GLD,O,50,0.01482854810314865
GLD,P,50,0.014782903185773579
GLD,Q,50,0.014798266128452659
GLD,R,50,0.004704281439833713
GLD,S,50,0.014848052782042445
GLD,A,51,0.014804029710579873
GLD,B,51,0.014866685542295213
GLD,C,51,0.014830819425554538
GLD,D,51,0.014871408628490415
GLD,E,51,0.01503258430382578
GLD,F,51,0.014820166471931087
GLD,G,51,0.014772391393541667
GLD,H,51,0.014823725474636573
GLD,I,51,0.014891040276496209
GLD,J,51,0.0013359747068456477
GLD,K,51,0.014763741516744115
GLD,L,51,0.014906811886592208
GLD,M,51,0.014822481116891845
GLD,N,51,0.014892271789379284
GLD,O,51,0.014833939721297904
GLD,P,51,0.01478375018319949
GLD,Q,51,0.014798916829069076
GLD,R,51,0.00589091956841095
GLD,S,51,0.014846240079013008
GLD,A,52,0.014821975619939878
GLD,B,52,0.014872411101214171
GLD,C,52,0.014834567609810423
GLD,D,52,0.014874514432636581
GLD,E,52,0.015030189604659277
GLD,F,52,0.01483268935134312
GLD,G,52,0.014833729388517463
GLD,H,52,0.014831943157949347
GLD,I,52,0.01489526607341204
GLD,J,52,0.001701807682098644
GLD,K,52,0.014776689993646083
GLD,L,52,0.014910552538009627
GLD,M,52,0.014826316118164136
GLD,N,52,0.014895979902419351
GLD,O,52,0.014844376736811268
GLD,P,52,0.014795956072790575
GLD,Q,52,0.014813395596800484
GLD,R,52,0.0074911167875758205
GLD,S,52,0.014854826460717067
GLD,A,53,0.014811169024461526
GLD,B,53,0.014871342558082324
GLD,C,53,0.014836787944905736
GLD,D,53,0.014878254878737283
GLD,E,53,0.015043152227283687
GLD,F,53,0.014825769437720402
GLD,G,53,0.014830407030150247
GLD,H,53,0.014827867312275526
GLD,I,53,0.014898401469078993
GLD,J,53,0.0020396709327711116
GLD,K,53,0.01477121410732114
GLD,L,53,0.014916072727032516
GLD,M,53,0.014831078751421797
GLD,N,53,0.01489692989385955
GLD,O,53,0.014841883172107606
GLD,P,53,0.014789609605619538
GLD,Q,53,0.014804944239931535
GLD,R,53,0.009020136872668099
GLD,S,53,0.01485022526700559
GLD,A,54,0.014813499056809492
GLD,B,54,0.01487605545575969
GLD,C,54,0.01484370328029175
GLD,D,54,0.014881887549381304
GLD,E,54,0.015041488467583488
GLD,F,54,0.014828097057298643
GLD,G,54,0.014829887301786655
GLD,H,54,0.014830542914315539
GLD,I,54,0.014902626430541993
GLD,J,54,0.0025704255083470085
GLD,K,54,0.01477393197671378
GLD,L,54,0.01491954036334554
GLD,M,54,0.014833513944316722
GLD,N,54,0.014900111964831333
GLD,O,54,0.014844703137487925
GLD,P,54,0.014792386741510857
GLD,Q,54,0.014807549826291452
GLD,R,54,0.01080530653180655
GLD,S,54,0.014853440077071872
GLD,A,55,0.014831961456763734
GLD,B,55,0.014881707779745703
GLD,C,55,0.014847926797957767
GLD,D,55,0.014886168457017178
GLD,E,55,0.01504202226815856
GLD,F,55,0.014842881211460032
GLD,G,55,0.014855206045999152
GLD,H,55,0.014841597458739657
GLD,I,55,0.014907423312916003
GLD,J,55,0.003339966663566999
GLD,K,55,0.014787463517160307
GLD,L,55,0.014922920675649225
GLD,M,55,0.014838309937529198
GLD,N,55,0.014906616962082134
GLD,O,55,0.014855657993620633
GLD,P,55,0.014806268551706431
GLD,Q,55,0.014823064967791823
GLD,R,55,0.012638285990324715
GLD,S,55,0.014864786329715107
GLD,A,56,0.014827346799546984
GLD,B,56,0.014886122739370402
GLD,C,56,0.014853891134830485
GLD,D,56,0.014894207509420084
GLD,E,56,0.015058466983092609
GLD,F,56,0.014841696142838685
GLD,G,56,0.01484954046798721
GLD,H,56,0.014843519238267657
GLD,I,56,0.014914484237768953
GLD,J,56,0.004139825313139725
GLD,K,56,0.014787099119700449
GLD,L,56,0.014932133491079518
GLD,M,56,0.014846810106392307
GLD,N,56,0.01491248202230934
GLD,O,56,0.014857801452920065
GLD,P,56,0.014805294091354716
GLD,Q,56,0.014820862142433293
GLD,R,56,0.013736576361365771
GLD,S,56,0.014865876679783318
GLD,A,57,0.014847635359314264
GLD,B,57,0.014896928566578878
GLD,C,57,0.014863114581297764
GLD,D,57,0.014901549740231959
GLD,E,57,0.01505748198237844
GLD,F,57,0.014858252633162589
GLD,G,57,0.014871852817259671
GLD,H,57,0.01485717850395283
GLD,I,57,0.014922466156656166
GLD,J,57,0.005354671110671946
GLD,K,57,0.014802680774445076
GLD,L,57,0.014938387556778161
GLD,M,57,0.014853396650002428
GLD,N,57,0.0149220828926344
GLD,O,57,0.014870917298194458
GLD,P,57,0.014821375121327115
GLD,Q,57,0.014838260479732664
GLD,R,57,0.014348384049274457
GLD,S,57,0.014880230524529013
GLD,A,58,0.014853348291496064
GLD,B,58,0.014900538380252409
GLD,C,58,0.014866174940022323
GLD,D,58,0.014906948099390893
GLD,E,58,0.015067718256369838
GLD,F,58,0.014864371301686526
GLD,G,58,0.014881995901572933
GLD,H,58,0.014862914659407183
GLD,I,58,0.01492748966288232
GLD,J,58,0.006718359035662454
GLD,K,58,0.01480862635566321
GLD,L,58,0.014944078761198801
GLD,M,58,0.014860079793103071
GLD,N,58,0.01492783475223928
GLD,O,58,0.014876888530965058
GLD,P,58,0.014827378258626052
GLD,Q,58,0.014844162736444018
GLD,R,58,0.014502494987152892
GLD,S,58,0.014885680431503555
GLD,A,59,0.014853652497617397
GLD,B,59,0.014903842444518499
GLD,C,59,0.01486919701289187
GLD,D,59,0.014910043950667952
GLD,E,59,0.015071336242032923
GLD,F,59,0.014865673255358692
GLD,G,59,0.014881790389881683
GLD,H,59,0.014864884290280832
GLD,I,59,0.014930483193294677
GLD,J,59,0.008326280285233918
GLD,K,59,0.014810230604735157
GLD,L,59,0.014947416814827728
GLD,M,59,0.014863268736835349
GLD,N,59,0.014930886031339536
GLD,O,59,0.01487895874455039
GLD,P,59,0.014829141828617916
GLD,Q,59,0.01484524876380414
GLD,R,59,0.014526605274034248
GLD,S,59,0.014887810004010297
GLD,A,60,0.014852305401588821
GLD,B,60,0.014905738479608221
GLD,C,60,0.014871354847425026
GLD,D,60,0.014911798472598926
GLD,E,60,0.015073202315869772
GLD,F,60,0.014865343039438848
GLD,G,60,0.014878721323189136
GLD,H,60,0.01486510460503569
GLD,I,60,0.014932291881698522
GLD,J,60,0.010108279076971836
GLD,K,60,0.014810297615767513
GLD,L,60,0.014949300263293745
GLD,M,60,0.014864993958582122
GLD,N,60,0.014932087677254326
GLD,O,60,0.014879448470032856
GLD,P,60,0.014829200128699739
GLD,Q,60,0.014844779051795735
GLD,R,60,0.014523552691689263
GLD,S,60,0.014888102104469687
